Basin.id,Basin.type,Basin.flowgroup,Basin.lon,Basin.lat,Sampling.date,Pupae.abund,Pupae.pres,Treatment.status,Methoprene.fail,Rainfall,pH,Temp.C,Cond,DO,Sal
49,separated,MinerEvanstonRammer,-87.953833,42.084031,6/4/21,0,0,pre_treatment,NA,trace,6.27,16.8,0.227,0.15,0
50,separated,MinerEvanstonRammer,-87.953712,42.084027,6/4/21,0,0,pre_treatment,NA,trace,6.52,17.4,0.436,0.63,0.01
51,separated,MinerEvanstonRammer,-87.953743,42.084108,6/4/21,0,0,pre_treatment,NA,trace,6,16.8,0.57,0.39,0.02
52,separated,MinerEvanstonRammer,-87.952483,42.08413,6/4/21,2,1,pre_treatment,NA,trace,6.06,15.7,0.735,0.6,0.02
53,separated,MinerEvanstonRammer,-87.952659,42.083495,6/4/21,0,0,pre_treatment,NA,trace,5.95,17.3,0.653,0.39,0.02
54,separated,MinerEvanstonRammer,-87.95254,42.083501,6/4/21,1,1,pre_treatment,NA,trace,6.37,15.9,0.406,0.3,0.01
55,separated,MinerEvanstonRammer,-87.952665,42.081681,6/4/21,0,0,pre_treatment,NA,trace,6.22,17.2,0.56,0.1,0.01
56,separated,MinerEvanstonRammer,-87.952544,42.081668,6/4/21,0,0,pre_treatment,NA,trace,6.78,17.2,0.2,0.1,0.02
57,separated,MinerEvanstonRammer,-87.952664,42.083969,6/4/21,1,1,pre_treatment,NA,trace,6.59,15.4,0.359,0.21,0.01
58,separated,DonaldBanta,-87.957397,42.082795,6/4/21,0,0,pre_treatment,NA,trace,6.03,16.2,0.199,0.17,0.1
60,separated,MinerEvanstonRammer,-87.954944,42.084451,6/4/21,38,1,pre_treatment,NA,trace,6.05,18.6,0.562,0.29,0.02
61,combined,Stratford,-87.96229318,42.08061185,6/4/21,NA,NA,pre_treatment,NA,trace,NA,NA,NA,0,NA
62,combined,Stratford,-87.9622283,42.08059342,6/4/21,NA,NA,pre_treatment,NA,trace,NA,NA,NA,0,NA
63,combined,Stratford,-87.96231902,42.07995083,6/4/21,NA,NA,pre_treatment,NA,trace,NA,NA,NA,0,NA
64,combined,Stratford,-87.96222278,42.07996232,6/4/21,NA,NA,pre_treatment,NA,trace,NA,NA,NA,0,NA
65,combined,Stratford,-87.9623084,42.0791431,6/4/21,0,0,pre_treatment,NA,trace,6.19,15.5,0.35,0.04,0.01
66,combined,Stratford,-87.96220848,42.07914033,6/4/21,10,1,pre_treatment,NA,trace,6.3,17,0.42,0.75,0.01
67,combined,Gibbons,-87.96121885,42.07906305,6/4/21,1,1,pre_treatment,NA,trace,5.5,16.3,0.58,0.71,0.02
68,combined,Stratford,-87.96220773,42.07905157,6/4/21,0,0,pre_treatment,NA,trace,6.4,14.8,0.44,1.45,0.01
69,combined,Stratford,-87.96231615,42.0790679,6/4/21,0,0,pre_treatment,NA,trace,6.4,16.2,0.338,2.5,0.01
70,combined,Gibbons,-87.96128735,42.07727365,6/4/21,0,0,pre_treatment,NA,trace,5.79,15.5,0.416,0.25,0.01
71,combined,Gibbons,-87.96118708,42.07722598,6/4/21,2,1,pre_treatment,NA,trace,6.4,14.6,0.161,0.12,0
72,combined,Gibbons,-87.96116213,42.0793045,6/4/21,8,1,pre_treatment,NA,trace,5.75,16.7,0.62,0.3,0
73,combined,Stratford,-87.96217608,42.07733793,6/4/21,4,1,pre_treatment,NA,trace,5.67,17.6,0.77,0.74,0.03
74,combined,Stratford,-87.96222302,42.07735468,6/4/21,0,0,pre_treatment,NA,trace,5.81,17.3,0.33,0.1,0.01
75,combined,Stratford,-87.96229127,42.07726987,6/4/21,0,0,pre_treatment,NA,trace,5.44,15.9,0.53,0.21,0.02
76,combined,Stratford,-87.96237833,42.07733773,6/4/21,0,0,pre_treatment,NA,trace,5.4,18.2,0.8445,0.62,0.03
77,combined,Stratford,-87.96231955,42.07737213,6/4/21,0,0,pre_treatment,NA,trace,6,17.5,0.408,0.12,0.01
78,combined,Gibbons,-87.96109237,42.07638237,6/4/21,0,0,pre_treatment,NA,trace,6.7,18.1,0.195,0.25,0
79,combined,Gibbons,-87.96120367,42.07570793,6/4/21,1,1,pre_treatment,NA,trace,5.9,17.4,0.425,0.34,0.01
80,combined,Gibbons,-87.96107445,42.07569713,6/4/21,1,1,pre_treatment,NA,trace,5.98,16.5,0.153,0.13,0
81,combined,MayfairCarlyle,-87.96571188,42.07763798,6/4/21,0,0,pre_treatment,NA,trace,6.04,17.8,0.001,0.09,0
82,combined,MayfairCarlyle,-87.96582388,42.0775284,6/4/21,0,0,pre_treatment,NA,trace,5.1,16.2,0.68,0.67,0.02
83,combined,MayfairCarlyle,-87.96585632,42.07762897,6/4/21,0,0,pre_treatment,NA,trace,5.74,17.3,0.435,0.43,0.01
84,combined,MayfairCarlyle,-87.96835267,42.07911363,6/4/21,0,0,pre_treatment,NA,trace,5.76,16.8,0.341,0.28,0.01
85,combined,MayfairCarlyle,-87.96847103,42.07911247,6/4/21,0,0,pre_treatment,NA,trace,5.37,19,0.326,0.19,0.01
86,combined,MayfairCarlyle,-87.96844195,42.08003452,6/4/21,0,0,pre_treatment,NA,trace,5.37,16.1,0.651,0.42,0.02
87,combined,MayfairCarlyle,-87.96832385,42.08001807,6/4/21,0,0,pre_treatment,NA,trace,5.92,16,0.62,0.47,0.02
88,combined,MayfairCarlyle,-87.96706973,42.079124,6/4/21,0,0,pre_treatment,NA,trace,5.49,14.8,0.623,0.42,0.02
89,combined,MayfairCarlyle,-87.96723588,42.07917337,6/4/21,0,0,pre_treatment,NA,trace,6.04,17.4,0.226,0.23,0
90,combined,MayfairCarlyle,-87.96715035,42.07909997,6/4/21,0,0,pre_treatment,NA,trace,5.31,16.2,0.168,0.12,0.07
59,separated,MinerEvanstonRammer,-87.956346,42.084539,6/11/21,0,0,not_treated,NA,0,7.01,19.2,1.32,0.37,0.07
31,separated,MinerEvanstonRammer,-87.957901,42.085423,6/11/21,1,1,pre_treatment,NA,0,7.3,20.1,0.62,0.2,0.02
32,separated,MinerEvanstonRammer,-87.957907,42.085404,6/11/21,0,0,pre_treatment,NA,0,7.8,18.1,0.58,0.38,0.02
33,separated,MinerEvanstonRammer,-87.957481,42.084462,6/11/21,1,1,pre_treatment,NA,0,7.2,19.8,0.96,0.05,0.05
34,separated,MinerEvanstonRammer,-87.957248,42.084567,6/11/21,0,0,pre_treatment,NA,0,6.94,20.2,0.612,0.2,0.02
35,separated,MinerEvanstonRammer,-87.957257,42.084494,6/11/21,0,0,pre_treatment,NA,0,6.68,19.1,1.98,0.07,0.09
36,separated,MinerEvanstonRammer,-87.956212,42.084527,6/11/21,0,0,pre_treatment,NA,0,7.32,19.4,0.475,0.16,0.01
37,separated,DonaldBanta,-87.955063,42.083446,6/11/21,0,0,pre_treatment,NA,0,6.04,21.6,1.75,0,0.82
38,separated,DonaldBanta,-87.954987,42.083488,6/11/21,0,0,pre_treatment,NA,0,6.85,19.7,0.901,0.27,0.03
39,separated,DonaldBanta,-87.955064,42.08274,6/11/21,0,0,pre_treatment,NA,0,7.03,20.2,0.381,0.14,0.01
40,separated,DonaldBanta,-87.954972,42.08276,6/11/21,1,1,pre_treatment,NA,0,7.35,19.1,0.274,0.11,0.01
41,separated,DonaldBanta,-87.955073,42.081956,6/11/21,0,0,pre_treatment,NA,0,7.15,19.5,0.35,0.14,0.01
42,separated,DonaldBanta,-87.954946,42.081948,6/11/21,0,0,pre_treatment,NA,0,7.42,19,0.319,0.13,0.01
43,separated,MinerEvanstonRammer,-87.95384,42.082057,6/11/21,0,0,pre_treatment,NA,0,7.33,20.5,1.46,0.58,0.11
44,separated,MinerEvanstonRammer,-87.953765,42.082044,6/11/21,3,1,pre_treatment,NA,0,7.88,20.8,0.351,0.12,0.01
45,separated,MinerEvanstonRammer,-87.953832,42.083042,6/11/21,NA,NA,pre_treatment,NA,0,NA,NA,NA,0,NA
46,separated,MinerEvanstonRammer,-87.953746,42.083024,6/11/21,NA,NA,pre_treatment,NA,0,NA,NA,NA,0,NA
47,separated,MinerEvanstonRammer,-87.954378,42.084479,6/11/21,0,0,pre_treatment,NA,0,NA,NA,NA,0,NA
48,separated,MinerEvanstonRammer,-87.954381,42.084463,6/11/21,30,1,pre_treatment,NA,0,6.78,20.8,0.495,0.18,0.02
49,separated,MinerEvanstonRammer,-87.953833,42.084031,6/11/21,0,0,pre_treatment,NA,0,6.39,20.5,0.471,0.1,0.01
50,separated,MinerEvanstonRammer,-87.953712,42.084027,6/11/21,2,1,pre_treatment,NA,0,6.35,22.3,0.597,0.22,0.02
51,separated,MinerEvanstonRammer,-87.953743,42.084108,6/11/21,0,0,pre_treatment,NA,0,6.46,20.4,0.969,1.2,0.05
52,separated,MinerEvanstonRammer,-87.952483,42.08413,6/11/21,0,0,pre_treatment,NA,0,6.63,19.3,1.1,0.22,0.6
53,separated,MinerEvanstonRammer,-87.952659,42.083495,6/11/21,0,0,pre_treatment,NA,0,6.4,20.4,1.35,0.05,0.06
54,separated,MinerEvanstonRammer,-87.95254,42.083501,6/11/21,0,0,pre_treatment,NA,0,6.67,19.6,0.641,0.22,0.02
55,separated,MinerEvanstonRammer,-87.952665,42.081681,6/11/21,9,1,pre_treatment,NA,0,6.54,20.2,0.843,0.99,0.03
56,separated,MinerEvanstonRammer,-87.952544,42.081668,6/11/21,0,0,pre_treatment,NA,0,7.19,19,0.572,1.05,0.02
57,separated,MinerEvanstonRammer,-87.952664,42.083969,6/11/21,9,1,pre_treatment,NA,0,6.85,18.7,0.895,0.7,0.04
58,separated,DonaldBanta,-87.957397,42.082795,6/11/21,0,0,pre_treatment,NA,0,6.3,19.1,0.52,0.08,0.28
60,separated,MinerEvanstonRammer,-87.954944,42.084451,6/11/21,87,1,pre_treatment,NA,0,6.03,22.5,2.55,0.07,0.16
61,combined,Stratford,-87.96229318,42.08061185,6/11/21,0,0,pre_treatment,NA,0,7.12,16.6,0.584,2.3,0.02
62,combined,Stratford,-87.9622283,42.08059342,6/11/21,10,1,pre_treatment,NA,0,6.04,18.9,1.82,0.22,0.08
63,combined,Stratford,-87.96231902,42.07995083,6/11/21,NA,NA,pre_treatment,NA,0,7.1,17.4,0.792,0.69,0.03
64,combined,Stratford,-87.96222278,42.07996232,6/11/21,0,0,pre_treatment,NA,0,6.4,17.6,1.44,0.42,0.37
65,combined,Stratford,-87.9623084,42.0791431,6/11/21,0,0,pre_treatment,NA,0,6.81,20.3,0.812,0.95,0.03
66,combined,Stratford,-87.96220848,42.07914033,6/11/21,110,1,pre_treatment,NA,0,6.5,19,0.706,0.53,0.03
67,combined,Gibbons,-87.96121885,42.07906305,6/11/21,0,0,pre_treatment,NA,0,6.33,18.9,1.33,0.34,0.06
68,combined,Stratford,-87.96220773,42.07905157,6/11/21,0,0,pre_treatment,NA,0,6.1,20.2,0.952,1.19,0.04
69,combined,Stratford,-87.96231615,42.0790679,6/11/21,0,0,pre_treatment,NA,0,6.19,18.3,1.3,0.17,0.06
70,combined,Gibbons,-87.96128735,42.07727365,6/11/21,1,1,pre_treatment,NA,0,7.43,18.4,0.633,0.35,0.02
71,combined,Gibbons,-87.96118708,42.07722598,6/11/21,7,1,pre_treatment,NA,0,7.37,15.9,0.301,0.13,0.01
72,combined,Gibbons,-87.96116213,42.0793045,6/11/21,3,1,pre_treatment,NA,0,7.14,21.4,1.67,0.25,0.14
73,combined,Stratford,-87.96217608,42.07733793,6/11/21,57,1,pre_treatment,NA,0,NA,NA,NA,NA,NA
74,combined,Stratford,-87.96222302,42.07735468,6/11/21,0,0,pre_treatment,NA,0,6.79,20.8,0.926,0.86,0.04
75,combined,Stratford,-87.96229127,42.07726987,6/11/21,1,1,pre_treatment,NA,0,6.93,19.2,0.97,0.56,0.04
76,combined,Stratford,-87.96237833,42.07733773,6/11/21,0,0,pre_treatment,NA,0,6.1,21.5,4.72,0.12,0.24
77,combined,Stratford,-87.96231955,42.07737213,6/11/21,2,1,pre_treatment,NA,0,6.72,21.5,0.904,0.43,1.04
78,combined,Gibbons,-87.96109237,42.07638237,6/11/21,0,0,pre_treatment,NA,0,7.2,20.6,0.36,0.14,0.01
79,combined,Gibbons,-87.96120367,42.07570793,6/11/21,1,1,pre_treatment,NA,0,6.58,21.1,0.598,0.33,0.02
80,combined,Gibbons,-87.96107445,42.07569713,6/11/21,1,1,pre_treatment,NA,0,7.12,20.1,0.273,0.06,0.01
81,combined,MayfairCarlyle,-87.96571188,42.07763798,6/11/21,3,1,recently_treated,0,0,6.06,21.2,2.05,0.21,0.09
82,combined,MayfairCarlyle,-87.96582388,42.0775284,6/11/21,0,0,recently_treated,0,0,6.52,19.8,0.896,1.13,0.04
83,combined,MayfairCarlyle,-87.96585632,42.07762897,6/11/21,23,1,recently_treated,1,0,7.82,21.3,0.557,0.44,0.03
84,combined,MayfairCarlyle,-87.96835267,42.07911363,6/11/21,0,0,recently_treated,0,0,7.08,20.6,0.766,0.44,0.03
85,combined,MayfairCarlyle,-87.96847103,42.07911247,6/11/21,31,1,recently_treated,1,0,6.4,21.7,0.551,0.18,0.02
86,combined,MayfairCarlyle,-87.96844195,42.08003452,6/11/21,2,1,recently_treated,1,0,6.77,19.3,0.791,0.52,0.03
87,combined,MayfairCarlyle,-87.96832385,42.08001807,6/11/21,0,0,recently_treated,0,0,6.31,19.9,1.1,0.12,0.05
88,combined,MayfairCarlyle,-87.96706973,42.079124,6/11/21,0,0,recently_treated,1,0,6.13,18.9,0.597,0.27,0.02
89,combined,MayfairCarlyle,-87.96723588,42.07917337,6/11/21,1,1,recently_treated,1,0,6.97,20.6,0.261,0.07,0.01
90,combined,MayfairCarlyle,-87.96715035,42.07909997,6/11/21,0,0,recently_treated,0,0,6.5,20.2,1.56,0.33,0.12
81,combined,MayfairCarlyle,-87.96571188,42.07763798,6/18/21,0,0,treated,0,0.21,7.26,21.4,0,0.1,0
82,combined,MayfairCarlyle,-87.96582388,42.0775284,6/18/21,0,0,treated,0,0.21,7,21.6,0.08,0.3,0
83,combined,MayfairCarlyle,-87.96585632,42.07762897,6/18/21,0,0,treated,0,0.21,6.88,22.8,0.07,0.21,0
84,combined,MayfairCarlyle,-87.96835267,42.07911363,6/18/21,2,1,treated,0,0.21,6.75,22.3,0.059,0.2,0
86,combined,MayfairCarlyle,-87.96844195,42.08003452,6/18/21,0,0,treated,0,0.21,6.71,22,0.062,0.1,0
87,combined,MayfairCarlyle,-87.96832385,42.08001807,6/18/21,0,0,treated,0,0.21,6.69,22.1,0.08,0.1,0
88,combined,MayfairCarlyle,-87.96706973,42.079124,6/18/21,0,0,treated,0,0.21,6.72,20.9,0.121,0.17,0
89,combined,MayfairCarlyle,-87.96723588,42.07917337,6/18/21,0,0,treated,0,0.21,6.71,21.9,0.085,0.13,0
90,combined,MayfairCarlyle,-87.96715035,42.07909997,6/18/21,3,1,treated,0,0.21,6.93,21.9,0.074,0.11,0
85,combined,MayfairCarlyle,-87.96847103,42.07911247,6/18/21,7,1,treated,1,0.21,6.72,22.3,0.059,0.08,0
59,separated,MinerEvanstonRammer,-87.956346,42.084539,6/18/21,0,0,not_treated,NA,0.21,7.01,22.4,0.122,0.12,0
31,separated,MinerEvanstonRammer,-87.957901,42.085423,6/18/21,2,1,pre_treatment,NA,0.21,6.52,21.8,0.219,0.12,0
32,separated,MinerEvanstonRammer,-87.957907,42.085404,6/18/21,4,1,pre_treatment,NA,0.21,6.32,20.8,0.206,0.16,0
33,separated,MinerEvanstonRammer,-87.957481,42.084462,6/18/21,0,0,pre_treatment,NA,0.21,6.61,22.7,0.169,0.1,0
34,separated,MinerEvanstonRammer,-87.957248,42.084567,6/18/21,0,0,pre_treatment,NA,0.21,6.74,21.3,0.113,0.14,0
35,separated,MinerEvanstonRammer,-87.957257,42.084494,6/18/21,0,0,pre_treatment,NA,0.21,6.46,21.8,0.21,0.15,0
36,separated,MinerEvanstonRammer,-87.956212,42.084527,6/18/21,2,1,pre_treatment,NA,0.21,6.92,22.5,0.098,0.09,0
37,separated,DonaldBanta,-87.955063,42.083446,6/18/21,0,0,pre_treatment,NA,0.21,6.9,22.5,0.272,0.1,0.01
38,separated,DonaldBanta,-87.954987,42.083488,6/18/21,1,1,pre_treatment,NA,0.21,6.37,21.1,0.454,0.16,0.01
39,separated,DonaldBanta,-87.955064,42.08274,6/18/21,0,0,pre_treatment,NA,0.21,6.81,22.8,0.251,0.11,0
40,separated,DonaldBanta,-87.954972,42.08276,6/18/21,0,0,pre_treatment,NA,0.21,6.74,21.8,0.207,0.18,0
41,separated,DonaldBanta,-87.955073,42.081956,6/18/21,0,0,pre_treatment,NA,0.21,6.85,21.8,0.136,0.18,0
42,separated,DonaldBanta,-87.954946,42.081948,6/18/21,0,0,pre_treatment,NA,0.21,6.73,22.1,0.112,0.16,0
